GPU: NVIDIA GeForce RTX 3080 Ti
GPU memory: 12038.19 MB
Epoch [100/200000] Training Loss: 0.00246562 Testing Loss: 0.00202393 || lr: [0.001]
Epoch [29000/200000] Training Loss: 0.00000045 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [29100/200000] Training Loss: 0.00000206 Testing Loss: 0.00000191 || lr: [0.001]
Epoch [29200/200000] Training Loss: 0.00000049 Testing Loss: 0.00000052 || lr: [0.001]
Epoch [29300/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [29400/200000] Training Loss: 0.00000194 Testing Loss: 0.00000235 || lr: [0.001]
Epoch [29500/200000] Training Loss: 0.00000044 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [29600/200000] Training Loss: 0.00000052 Testing Loss: 0.00000050 || lr: [0.001]
Epoch [29700/200000] Training Loss: 0.00000069 Testing Loss: 0.00000107 || lr: [0.001]
Epoch [29800/200000] Training Loss: 0.00000068 Testing Loss: 0.00000062 || lr: [0.001]
Epoch [29900/200000] Training Loss: 0.00000101 Testing Loss: 0.00000099 || lr: [0.001]
Epoch [30000/200000] Training Loss: 0.00000060 Testing Loss: 0.00000062 || lr: [0.001]
Epoch [30100/200000] Training Loss: 0.00000092 Testing Loss: 0.00000077 || lr: [0.001]
Epoch [30200/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [30300/200000] Training Loss: 0.00000045 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [30400/200000] Training Loss: 0.00000047 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [30500/200000] Training Loss: 0.00000225 Testing Loss: 0.00000222 || lr: [0.001]
Epoch [30600/200000] Training Loss: 0.00000052 Testing Loss: 0.00000055 || lr: [0.001]
Epoch [30700/200000] Training Loss: 0.00000046 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [30800/200000] Training Loss: 0.00000045 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [30900/200000] Training Loss: 0.00000044 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [31000/200000] Training Loss: 0.00000044 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [31100/200000] Training Loss: 0.00000043 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [31200/200000] Training Loss: 0.00000200 Testing Loss: 0.00000249 || lr: [0.001]
Epoch [31300/200000] Training Loss: 0.00000047 Testing Loss: 0.00000050 || lr: [0.001]
Epoch [31400/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [31500/200000] Training Loss: 0.00000043 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [31600/200000] Training Loss: 0.00000042 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [31700/200000] Training Loss: 0.00000180 Testing Loss: 0.00000192 || lr: [0.001]
Epoch [31800/200000] Training Loss: 0.00000042 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [31900/200000] Training Loss: 0.00000041 Testing Loss: 0.00000043 || lr: [0.001]
Epoch [32000/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [32100/200000] Training Loss: 0.00000043 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [32200/200000] Training Loss: 0.00000048 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [32300/200000] Training Loss: 0.00000402 Testing Loss: 0.00000560 || lr: [0.001]
Epoch [32400/200000] Training Loss: 0.00000098 Testing Loss: 0.00000100 || lr: [0.001]
Epoch [32500/200000] Training Loss: 0.00000060 Testing Loss: 0.00000064 || lr: [0.001]
Epoch [32600/200000] Training Loss: 0.00000053 Testing Loss: 0.00000056 || lr: [0.001]
Epoch [32700/200000] Training Loss: 0.00000070 Testing Loss: 0.00000078 || lr: [0.001]
Epoch [32800/200000] Training Loss: 0.00000050 Testing Loss: 0.00000053 || lr: [0.001]
Epoch [32900/200000] Training Loss: 0.00000051 Testing Loss: 0.00000053 || lr: [0.001]
Epoch [33000/200000] Training Loss: 0.00000055 Testing Loss: 0.00000060 || lr: [0.001]
Epoch [33100/200000] Training Loss: 0.00000050 Testing Loss: 0.00000058 || lr: [0.001]
Epoch [33200/200000] Training Loss: 0.00000308 Testing Loss: 0.00000291 || lr: [0.001]
Epoch [33300/200000] Training Loss: 0.00000050 Testing Loss: 0.00000053 || lr: [0.001]
Epoch [33400/200000] Training Loss: 0.00000061 Testing Loss: 0.00000130 || lr: [0.001]
Epoch [33500/200000] Training Loss: 0.00000043 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [33600/200000] Training Loss: 0.00000042 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [33700/200000] Training Loss: 0.00000070 Testing Loss: 0.00000069 || lr: [0.001]
Epoch [33800/200000] Training Loss: 0.00000042 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [33900/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [34000/200000] Training Loss: 0.00000204 Testing Loss: 0.00000155 || lr: [0.001]
Epoch [34100/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [34200/200000] Training Loss: 0.00000041 Testing Loss: 0.00000043 || lr: [0.001]
Epoch [34300/200000] Training Loss: 0.00001543 Testing Loss: 0.00001157 || lr: [0.001]
Epoch [34400/200000] Training Loss: 0.00000047 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [34500/200000] Training Loss: 0.00000043 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [34600/200000] Training Loss: 0.00000042 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [34700/200000] Training Loss: 0.00000079 Testing Loss: 0.00000228 || lr: [0.001]
Epoch [34800/200000] Training Loss: 0.00000041 Testing Loss: 0.00000043 || lr: [0.001]
Epoch [34900/200000] Training Loss: 0.00000042 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [35000/200000] Training Loss: 0.00000385 Testing Loss: 0.00000382 || lr: [0.001]
Epoch [35100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [35200/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [35300/200000] Training Loss: 0.00000040 Testing Loss: 0.00000043 || lr: [0.001]
Epoch [35400/200000] Training Loss: 0.00000040 Testing Loss: 0.00000042 || lr: [0.001]
Epoch [35500/200000] Training Loss: 0.00000282 Testing Loss: 0.00000304 || lr: [0.001]
Epoch [35600/200000] Training Loss: 0.00000072 Testing Loss: 0.00000087 || lr: [0.001]
Epoch [35700/200000] Training Loss: 0.00000058 Testing Loss: 0.00000058 || lr: [0.001]
Epoch [35800/200000] Training Loss: 0.00000156 Testing Loss: 0.00000155 || lr: [0.001]
Epoch [35900/200000] Training Loss: 0.00000062 Testing Loss: 0.00000065 || lr: [0.001]
Epoch [36000/200000] Training Loss: 0.00000052 Testing Loss: 0.00000055 || lr: [0.001]
Epoch [36100/200000] Training Loss: 0.00000094 Testing Loss: 0.00000068 || lr: [0.001]
Epoch [36200/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [36300/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [36400/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [36500/200000] Training Loss: 0.00000052 Testing Loss: 0.00000060 || lr: [0.001]
Epoch [36600/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.001]
Epoch [36700/200000] Training Loss: 0.00000040 Testing Loss: 0.00000043 || lr: [0.001]
Epoch [36800/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.001]
Epoch [36900/200000] Training Loss: 0.00000123 Testing Loss: 0.00000111 || lr: [0.001]
Epoch [37000/200000] Training Loss: 0.00000051 Testing Loss: 0.00000055 || lr: [0.001]
Epoch [37100/200000] Training Loss: 0.00000055 Testing Loss: 0.00000060 || lr: [0.001]
Epoch [37200/200000] Training Loss: 0.00000047 Testing Loss: 0.00000050 || lr: [0.001]
Epoch [37300/200000] Training Loss: 0.00000087 Testing Loss: 0.00000088 || lr: [0.001]
Epoch [37400/200000] Training Loss: 0.00000085 Testing Loss: 0.00000099 || lr: [0.001]
Epoch [37500/200000] Training Loss: 0.00000045 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [37600/200000] Training Loss: 0.00000050 Testing Loss: 0.00000053 || lr: [0.001]
Epoch [37700/200000] Training Loss: 0.00002002 Testing Loss: 0.00001475 || lr: [0.001]
Epoch [37800/200000] Training Loss: 0.00000053 Testing Loss: 0.00000056 || lr: [0.001]
Epoch [37900/200000] Training Loss: 0.00000046 Testing Loss: 0.00000050 || lr: [0.001]
Epoch [38000/200000] Training Loss: 0.00000045 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [38100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [38200/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [38300/200000] Training Loss: 0.00000117 Testing Loss: 0.00000111 || lr: [0.001]
Epoch [38400/200000] Training Loss: 0.00000054 Testing Loss: 0.00000063 || lr: [0.001]
Epoch [38500/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [38600/200000] Training Loss: 0.00000153 Testing Loss: 0.00000150 || lr: [0.001]
Epoch [38700/200000] Training Loss: 0.00000047 Testing Loss: 0.00000051 || lr: [0.001]
Epoch [38800/200000] Training Loss: 0.00000044 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [38900/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39000/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39100/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39200/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39300/200000] Training Loss: 0.00000434 Testing Loss: 0.00000386 || lr: [0.001]
Epoch [39400/200000] Training Loss: 0.00000051 Testing Loss: 0.00000056 || lr: [0.001]
Epoch [39500/200000] Training Loss: 0.00000045 Testing Loss: 0.00000049 || lr: [0.001]
Epoch [39600/200000] Training Loss: 0.00000044 Testing Loss: 0.00000048 || lr: [0.001]
Epoch [39700/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39800/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [39900/200000] Training Loss: 0.00000042 Testing Loss: 0.00000046 || lr: [0.001]
Epoch [40000/200000] Training Loss: 0.00000043 Testing Loss: 0.00000047 || lr: [0.001]
Epoch [40100/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.0007]
Epoch [40200/200000] Training Loss: 0.00000038 Testing Loss: 0.00000040 || lr: [0.0007]
Epoch [40300/200000] Training Loss: 0.00000037 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [40400/200000] Training Loss: 0.00000037 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [40500/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [40600/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [40700/200000] Training Loss: 0.00000038 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [40800/200000] Training Loss: 0.00000037 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [40900/200000] Training Loss: 0.00001018 Testing Loss: 0.00002915 || lr: [0.0007]
Epoch [41000/200000] Training Loss: 0.00000039 Testing Loss: 0.00000041 || lr: [0.0007]
Epoch [41100/200000] Training Loss: 0.00000037 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [41200/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [41300/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [41400/200000] Training Loss: 0.00000037 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [41500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.0007]
Epoch [41600/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.0007]
Epoch [41700/200000] Training Loss: 0.00000287 Testing Loss: 0.00000269 || lr: [0.0007]
Epoch [41800/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.0007]
Epoch [41900/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.0007]
Epoch [42000/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [42100/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [42200/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [42300/200000] Training Loss: 0.00000041 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [42400/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [42500/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [42600/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [42700/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [42800/200000] Training Loss: 0.00000069 Testing Loss: 0.00000075 || lr: [0.0007]
Epoch [42900/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.0007]
Epoch [43000/200000] Training Loss: 0.00000043 Testing Loss: 0.00000046 || lr: [0.0007]
Epoch [43100/200000] Training Loss: 0.00000121 Testing Loss: 0.00000156 || lr: [0.0007]
Epoch [43200/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.0007]
Epoch [43300/200000] Training Loss: 0.00000042 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [43400/200000] Training Loss: 0.00000041 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [43500/200000] Training Loss: 0.00000041 Testing Loss: 0.00000045 || lr: [0.0007]
Epoch [43600/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [43700/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [43800/200000] Training Loss: 0.00000040 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [43900/200000] Training Loss: 0.00000041 Testing Loss: 0.00000044 || lr: [0.0007]
Epoch [44000/200000] Training Loss: 0.00000044 Testing Loss: 0.00000048 || lr: [0.0007]
Epoch [44100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000046 || lr: [0.0007]
Epoch [44200/200000] Training Loss: 0.00000148 Testing Loss: 0.00000077 || lr: [0.0007]
Epoch [44300/200000] Training Loss: 0.00000051 Testing Loss: 0.00000059 || lr: [0.0007]
Epoch [44400/200000] Training Loss: 0.00000042 Testing Loss: 0.00000046 || lr: [0.0007]
Epoch [44500/200000] Training Loss: 0.00000073 Testing Loss: 0.00000093 || lr: [0.0007]
Epoch [44600/200000] Training Loss: 0.00025846 Testing Loss: 0.00027990 || lr: [0.0007]
Epoch [44700/200000] Training Loss: 0.00000046 Testing Loss: 0.00000049 || lr: [0.0007]
Epoch [44800/200000] Training Loss: 0.00000038 Testing Loss: 0.00000041 || lr: [0.0007]
Epoch [44900/200000] Training Loss: 0.00000037 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [45000/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.0007]
Epoch [45100/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45200/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45300/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45400/200000] Training Loss: 0.00000035 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45500/200000] Training Loss: 0.00000193 Testing Loss: 0.00000238 || lr: [0.0007]
Epoch [45600/200000] Training Loss: 0.00000035 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45700/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45800/200000] Training Loss: 0.00000035 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [45900/200000] Training Loss: 0.00000035 Testing Loss: 0.00000038 || lr: [0.0007]
Epoch [46000/200000] Training Loss: 0.00000074 Testing Loss: 0.00000050 || lr: [0.0007]
Epoch [46100/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.0007]
Epoch [46200/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46300/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46400/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46600/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46700/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46800/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [46900/200000] Training Loss: 0.00000169 Testing Loss: 0.00000231 || lr: [0.00049]
Epoch [47000/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47100/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47200/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47300/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47400/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47600/200000] Training Loss: 0.00000042 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [47700/200000] Training Loss: 0.00000151 Testing Loss: 0.00000201 || lr: [0.00049]
Epoch [47800/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [47900/200000] Training Loss: 0.00000042 Testing Loss: 0.00000042 || lr: [0.00049]
Epoch [48000/200000] Training Loss: 0.00000036 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [48100/200000] Training Loss: 0.00000048 Testing Loss: 0.00000052 || lr: [0.00049]
Epoch [48200/200000] Training Loss: 0.00000182 Testing Loss: 0.00000194 || lr: [0.00049]
Epoch [48300/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [48400/200000] Training Loss: 0.00000395 Testing Loss: 0.00000280 || lr: [0.00049]
Epoch [48500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [48600/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [48700/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [48800/200000] Training Loss: 0.00000093 Testing Loss: 0.00000057 || lr: [0.00049]
Epoch [48900/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [49000/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [49100/200000] Training Loss: 0.00000041 Testing Loss: 0.00000045 || lr: [0.00049]
Epoch [49200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [49300/200000] Training Loss: 0.00000237 Testing Loss: 0.00000263 || lr: [0.00049]
Epoch [49400/200000] Training Loss: 0.00000047 Testing Loss: 0.00000052 || lr: [0.00049]
Epoch [49500/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [49600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [49700/200000] Training Loss: 0.00000039 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [49800/200000] Training Loss: 0.00000035 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [49900/200000] Training Loss: 0.00000043 Testing Loss: 0.00000053 || lr: [0.00049]
Epoch [50000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [50100/200000] Training Loss: 0.00000044 Testing Loss: 0.00000044 || lr: [0.00049]
Epoch [50200/200000] Training Loss: 0.00000040 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [50300/200000] Training Loss: 0.00000086 Testing Loss: 0.00000054 || lr: [0.00049]
Epoch [50400/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [50500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [50600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [50700/200000] Training Loss: 0.00000051 Testing Loss: 0.00000045 || lr: [0.00049]
Epoch [50800/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [50900/200000] Training Loss: 0.00000060 Testing Loss: 0.00000072 || lr: [0.00049]
Epoch [51000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51100/200000] Training Loss: 0.00000040 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [51200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51300/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51400/200000] Training Loss: 0.00000038 Testing Loss: 0.00000043 || lr: [0.00049]
Epoch [51500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51700/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [51800/200000] Training Loss: 0.00000056 Testing Loss: 0.00000065 || lr: [0.00049]
Epoch [51900/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52000/200000] Training Loss: 0.00000035 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52100/200000] Training Loss: 0.00000040 Testing Loss: 0.00000041 || lr: [0.00049]
Epoch [52200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52300/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52400/200000] Training Loss: 0.00000037 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [52500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52700/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52800/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [52900/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53000/200000] Training Loss: 0.00000047 Testing Loss: 0.00000046 || lr: [0.00049]
Epoch [53100/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53300/200000] Training Loss: 0.00000036 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [53400/200000] Training Loss: 0.00000037 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53500/200000] Training Loss: 0.00000056 Testing Loss: 0.00000064 || lr: [0.00049]
Epoch [53600/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53700/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53800/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [53900/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54000/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54100/200000] Training Loss: 0.00000045 Testing Loss: 0.00000047 || lr: [0.00049]
Epoch [54200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54300/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54400/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [54800/200000] Training Loss: 0.00000036 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [54900/200000] Training Loss: 0.00000036 Testing Loss: 0.00000037 || lr: [0.00049]
Epoch [55000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [55100/200000] Training Loss: 0.00000036 Testing Loss: 0.00000039 || lr: [0.00049]
Epoch [55200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [55300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [55400/200000] Training Loss: 0.00000183 Testing Loss: 0.00000139 || lr: [0.00049]
Epoch [55500/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [55600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [55700/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [55800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [55900/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56200/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56300/200000] Training Loss: 0.00000039 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [56400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56500/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56600/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56700/200000] Training Loss: 0.00000044 Testing Loss: 0.00000038 || lr: [0.00049]
Epoch [56800/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [56900/200000] Training Loss: 0.00000045 Testing Loss: 0.00000040 || lr: [0.00049]
Epoch [57000/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57100/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57200/200000] Training Loss: 0.00000034 Testing Loss: 0.00000036 || lr: [0.00049]
Epoch [57300/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57400/200000] Training Loss: 0.00000033 Testing Loss: 0.00000035 || lr: [0.00049]
Epoch [57500/200000] Training Loss: 0.00000036 Testing Loss: 0.00000038 || lr: [0.00049]
