GPU: NVIDIA GeForce RTX 4090
GPU memory: 24080.88 MB
Loading existing data...
Epoch 100 / 400000 | Train Loss: 0.22252496 | Test Loss: 0.22624892 | lr: [0.0001]
Epoch 54700 / 400000 | Train Loss: 0.00089136 | Test Loss: 0.00120898 | lr: [3.2768000000000016e-05]
Epoch 54800 / 400000 | Train Loss: 0.00080768 | Test Loss: 0.00115662 | lr: [3.2768000000000016e-05]
Epoch 54900 / 400000 | Train Loss: 0.00096063 | Test Loss: 0.00129165 | lr: [3.2768000000000016e-05]
Epoch 55000 / 400000 | Train Loss: 0.00083039 | Test Loss: 0.00118978 | lr: [3.2768000000000016e-05]
Epoch 55100 / 400000 | Train Loss: 0.00080599 | Test Loss: 0.00115392 | lr: [3.2768000000000016e-05]
Epoch 55200 / 400000 | Train Loss: 0.00084804 | Test Loss: 0.00119099 | lr: [3.2768000000000016e-05]
Epoch 55300 / 400000 | Train Loss: 0.00087478 | Test Loss: 0.00121020 | lr: [3.2768000000000016e-05]
Epoch 55400 / 400000 | Train Loss: 0.00083220 | Test Loss: 0.00117705 | lr: [3.2768000000000016e-05]
Epoch 55500 / 400000 | Train Loss: 0.00079841 | Test Loss: 0.00114486 | lr: [3.2768000000000016e-05]
Epoch 55600 / 400000 | Train Loss: 0.00096370 | Test Loss: 0.00127559 | lr: [3.2768000000000016e-05]
Epoch 55700 / 400000 | Train Loss: 0.00086875 | Test Loss: 0.00118852 | lr: [3.2768000000000016e-05]
Epoch 55800 / 400000 | Train Loss: 0.00080056 | Test Loss: 0.00114665 | lr: [3.2768000000000016e-05]
Epoch 55900 / 400000 | Train Loss: 0.00084032 | Test Loss: 0.00117724 | lr: [3.2768000000000016e-05]
Epoch 56000 / 400000 | Train Loss: 0.00079600 | Test Loss: 0.00113838 | lr: [3.2768000000000016e-05]
Epoch 56100 / 400000 | Train Loss: 0.00079640 | Test Loss: 0.00114345 | lr: [3.2768000000000016e-05]
Epoch 56200 / 400000 | Train Loss: 0.00081408 | Test Loss: 0.00116728 | lr: [3.2768000000000016e-05]
Epoch 56300 / 400000 | Train Loss: 0.00079917 | Test Loss: 0.00114437 | lr: [3.2768000000000016e-05]
Epoch 56400 / 400000 | Train Loss: 0.00079162 | Test Loss: 0.00113642 | lr: [3.2768000000000016e-05]
Epoch 56500 / 400000 | Train Loss: 0.00081894 | Test Loss: 0.00117039 | lr: [3.2768000000000016e-05]
Epoch 56600 / 400000 | Train Loss: 0.00079363 | Test Loss: 0.00113423 | lr: [3.2768000000000016e-05]
Epoch 56700 / 400000 | Train Loss: 0.00079335 | Test Loss: 0.00113836 | lr: [3.2768000000000016e-05]
Epoch 56800 / 400000 | Train Loss: 0.00081627 | Test Loss: 0.00115172 | lr: [3.2768000000000016e-05]
Epoch 56900 / 400000 | Train Loss: 0.00080555 | Test Loss: 0.00114837 | lr: [3.2768000000000016e-05]
Epoch 57000 / 400000 | Train Loss: 0.00079660 | Test Loss: 0.00113713 | lr: [3.2768000000000016e-05]
Epoch 57100 / 400000 | Train Loss: 0.00080193 | Test Loss: 0.00114820 | lr: [3.2768000000000016e-05]
Epoch 57200 / 400000 | Train Loss: 0.00081236 | Test Loss: 0.00114857 | lr: [3.2768000000000016e-05]
Epoch 57300 / 400000 | Train Loss: 0.00096249 | Test Loss: 0.00129513 | lr: [3.2768000000000016e-05]
Epoch 57400 / 400000 | Train Loss: 0.00078617 | Test Loss: 0.00112539 | lr: [3.2768000000000016e-05]
Epoch 57500 / 400000 | Train Loss: 0.00081838 | Test Loss: 0.00114993 | lr: [3.2768000000000016e-05]
Epoch 57600 / 400000 | Train Loss: 0.00077620 | Test Loss: 0.00111362 | lr: [3.2768000000000016e-05]
Epoch 57700 / 400000 | Train Loss: 0.00078921 | Test Loss: 0.00113239 | lr: [3.2768000000000016e-05]
Epoch 57800 / 400000 | Train Loss: 0.00077396 | Test Loss: 0.00111038 | lr: [3.2768000000000016e-05]
Epoch 57900 / 400000 | Train Loss: 0.00080083 | Test Loss: 0.00113267 | lr: [3.2768000000000016e-05]
Epoch 58000 / 400000 | Train Loss: 0.00081979 | Test Loss: 0.00114470 | lr: [3.2768000000000016e-05]
Epoch 58100 / 400000 | Train Loss: 0.00077928 | Test Loss: 0.00111319 | lr: [3.2768000000000016e-05]
Epoch 58200 / 400000 | Train Loss: 0.00077808 | Test Loss: 0.00110879 | lr: [3.2768000000000016e-05]
Epoch 58300 / 400000 | Train Loss: 0.00084936 | Test Loss: 0.00117434 | lr: [3.2768000000000016e-05]
Epoch 58400 / 400000 | Train Loss: 0.00088660 | Test Loss: 0.00119305 | lr: [3.2768000000000016e-05]
Epoch 58500 / 400000 | Train Loss: 0.00081021 | Test Loss: 0.00115028 | lr: [3.2768000000000016e-05]
Epoch 58600 / 400000 | Train Loss: 0.00078366 | Test Loss: 0.00111420 | lr: [3.2768000000000016e-05]
Epoch 58700 / 400000 | Train Loss: 0.00077074 | Test Loss: 0.00110475 | lr: [3.2768000000000016e-05]
Epoch 58800 / 400000 | Train Loss: 0.00089511 | Test Loss: 0.00121262 | lr: [3.2768000000000016e-05]
Epoch 58900 / 400000 | Train Loss: 0.00076235 | Test Loss: 0.00109436 | lr: [3.2768000000000016e-05]
Epoch 59000 / 400000 | Train Loss: 0.00076038 | Test Loss: 0.00109116 | lr: [3.2768000000000016e-05]
Epoch 59100 / 400000 | Train Loss: 0.00077172 | Test Loss: 0.00110458 | lr: [3.2768000000000016e-05]
Epoch 59200 / 400000 | Train Loss: 0.00079478 | Test Loss: 0.00111559 | lr: [3.2768000000000016e-05]
Epoch 59300 / 400000 | Train Loss: 0.00078770 | Test Loss: 0.00111507 | lr: [3.2768000000000016e-05]
Epoch 59400 / 400000 | Train Loss: 0.00075336 | Test Loss: 0.00108252 | lr: [3.2768000000000016e-05]
Epoch 59500 / 400000 | Train Loss: 0.00077456 | Test Loss: 0.00109851 | lr: [3.2768000000000016e-05]
Epoch 59600 / 400000 | Train Loss: 0.00078630 | Test Loss: 0.00110111 | lr: [3.2768000000000016e-05]
Epoch 59700 / 400000 | Train Loss: 0.00075741 | Test Loss: 0.00108256 | lr: [3.2768000000000016e-05]
Epoch 59800 / 400000 | Train Loss: 0.00088308 | Test Loss: 0.00119665 | lr: [3.2768000000000016e-05]
Epoch 59900 / 400000 | Train Loss: 0.00074801 | Test Loss: 0.00107858 | lr: [3.2768000000000016e-05]
Epoch 60000 / 400000 | Train Loss: 0.00080854 | Test Loss: 0.00111545 | lr: [3.2768000000000016e-05]
Epoch 60100 / 400000 | Train Loss: 0.00074911 | Test Loss: 0.00107686 | lr: [3.2768000000000016e-05]
Epoch 60200 / 400000 | Train Loss: 0.00074570 | Test Loss: 0.00107139 | lr: [3.2768000000000016e-05]
Epoch 60300 / 400000 | Train Loss: 0.00084339 | Test Loss: 0.00118082 | lr: [3.2768000000000016e-05]
Epoch 60400 / 400000 | Train Loss: 0.00076667 | Test Loss: 0.00109566 | lr: [3.2768000000000016e-05]
Epoch 60500 / 400000 | Train Loss: 0.00080842 | Test Loss: 0.00111990 | lr: [3.2768000000000016e-05]
Epoch 60600 / 400000 | Train Loss: 0.00078838 | Test Loss: 0.00112085 | lr: [3.2768000000000016e-05]
Epoch 60700 / 400000 | Train Loss: 0.00074448 | Test Loss: 0.00106741 | lr: [3.2768000000000016e-05]
Epoch 60800 / 400000 | Train Loss: 0.00079508 | Test Loss: 0.00112523 | lr: [3.2768000000000016e-05]
Epoch 60900 / 400000 | Train Loss: 0.00079070 | Test Loss: 0.00112006 | lr: [3.2768000000000016e-05]
Epoch 61000 / 400000 | Train Loss: 0.00073729 | Test Loss: 0.00105874 | lr: [3.2768000000000016e-05]
Epoch 61100 / 400000 | Train Loss: 0.00075216 | Test Loss: 0.00107646 | lr: [3.2768000000000016e-05]
Epoch 61200 / 400000 | Train Loss: 0.00080093 | Test Loss: 0.00110367 | lr: [3.2768000000000016e-05]
Epoch 61300 / 400000 | Train Loss: 0.00080331 | Test Loss: 0.00113966 | lr: [3.2768000000000016e-05]
Epoch 61400 / 400000 | Train Loss: 0.00081301 | Test Loss: 0.00112791 | lr: [3.2768000000000016e-05]
Epoch 61500 / 400000 | Train Loss: 0.00079616 | Test Loss: 0.00111629 | lr: [3.2768000000000016e-05]
Epoch 61600 / 400000 | Train Loss: 0.00081396 | Test Loss: 0.00114397 | lr: [3.2768000000000016e-05]
Epoch 61700 / 400000 | Train Loss: 0.00075549 | Test Loss: 0.00107240 | lr: [3.2768000000000016e-05]
Epoch 61800 / 400000 | Train Loss: 0.00082519 | Test Loss: 0.00114223 | lr: [3.2768000000000016e-05]
Epoch 61900 / 400000 | Train Loss: 0.00073706 | Test Loss: 0.00105472 | lr: [3.2768000000000016e-05]
Epoch 62000 / 400000 | Train Loss: 0.00073430 | Test Loss: 0.00105333 | lr: [3.2768000000000016e-05]
Epoch 62100 / 400000 | Train Loss: 0.00073111 | Test Loss: 0.00104974 | lr: [3.2768000000000016e-05]
Epoch 62200 / 400000 | Train Loss: 0.00079055 | Test Loss: 0.00108176 | lr: [3.2768000000000016e-05]
Epoch 62300 / 400000 | Train Loss: 0.00072793 | Test Loss: 0.00104593 | lr: [3.2768000000000016e-05]
Epoch 62400 / 400000 | Train Loss: 0.00076134 | Test Loss: 0.00108003 | lr: [3.2768000000000016e-05]
Epoch 62500 / 400000 | Train Loss: 0.00073596 | Test Loss: 0.00105375 | lr: [3.2768000000000016e-05]
Epoch 62600 / 400000 | Train Loss: 0.00079448 | Test Loss: 0.00112902 | lr: [3.2768000000000016e-05]
Epoch 62700 / 400000 | Train Loss: 0.00076197 | Test Loss: 0.00107916 | lr: [3.2768000000000016e-05]
Epoch 62800 / 400000 | Train Loss: 0.00079444 | Test Loss: 0.00109858 | lr: [3.2768000000000016e-05]
Epoch 62900 / 400000 | Train Loss: 0.00072235 | Test Loss: 0.00103656 | lr: [3.2768000000000016e-05]
Epoch 63000 / 400000 | Train Loss: 0.00076813 | Test Loss: 0.00108793 | lr: [3.2768000000000016e-05]
Epoch 63100 / 400000 | Train Loss: 0.00072104 | Test Loss: 0.00103343 | lr: [3.2768000000000016e-05]
Epoch 63200 / 400000 | Train Loss: 0.00088901 | Test Loss: 0.00119968 | lr: [3.2768000000000016e-05]
Epoch 63300 / 400000 | Train Loss: 0.00073587 | Test Loss: 0.00104590 | lr: [3.2768000000000016e-05]
Epoch 63400 / 400000 | Train Loss: 0.00075572 | Test Loss: 0.00107720 | lr: [3.2768000000000016e-05]
Epoch 63500 / 400000 | Train Loss: 0.00072167 | Test Loss: 0.00103271 | lr: [3.2768000000000016e-05]
Epoch 63600 / 400000 | Train Loss: 0.00078099 | Test Loss: 0.00107601 | lr: [3.2768000000000016e-05]
Epoch 63700 / 400000 | Train Loss: 0.00071919 | Test Loss: 0.00103441 | lr: [3.2768000000000016e-05]
Epoch 63800 / 400000 | Train Loss: 0.00076604 | Test Loss: 0.00107054 | lr: [3.2768000000000016e-05]
Epoch 63900 / 400000 | Train Loss: 0.00075003 | Test Loss: 0.00105797 | lr: [3.2768000000000016e-05]
Epoch 64000 / 400000 | Train Loss: 0.00072711 | Test Loss: 0.00105132 | lr: [3.2768000000000016e-05]
Epoch 64100 / 400000 | Train Loss: 0.00074517 | Test Loss: 0.00104196 | lr: [3.2768000000000016e-05]
Epoch 64200 / 400000 | Train Loss: 0.00073008 | Test Loss: 0.00104295 | lr: [3.2768000000000016e-05]
Epoch 64300 / 400000 | Train Loss: 0.00074372 | Test Loss: 0.00104376 | lr: [3.2768000000000016e-05]
Epoch 64400 / 400000 | Train Loss: 0.00072918 | Test Loss: 0.00103968 | lr: [3.2768000000000016e-05]
Epoch 64500 / 400000 | Train Loss: 0.00072333 | Test Loss: 0.00103142 | lr: [3.2768000000000016e-05]
Epoch 64600 / 400000 | Train Loss: 0.00073895 | Test Loss: 0.00104355 | lr: [3.2768000000000016e-05]
Epoch 64700 / 400000 | Train Loss: 0.00075505 | Test Loss: 0.00106143 | lr: [3.2768000000000016e-05]
Epoch 64800 / 400000 | Train Loss: 0.00071598 | Test Loss: 0.00102500 | lr: [3.2768000000000016e-05]
Epoch 64900 / 400000 | Train Loss: 0.00074067 | Test Loss: 0.00104409 | lr: [3.2768000000000016e-05]
Epoch 65000 / 400000 | Train Loss: 0.00072826 | Test Loss: 0.00103138 | lr: [3.2768000000000016e-05]
Epoch 65100 / 400000 | Train Loss: 0.00083959 | Test Loss: 0.00115170 | lr: [3.2768000000000016e-05]
Epoch 65200 / 400000 | Train Loss: 0.00072228 | Test Loss: 0.00102286 | lr: [3.2768000000000016e-05]
Epoch 65300 / 400000 | Train Loss: 0.00071001 | Test Loss: 0.00101308 | lr: [3.2768000000000016e-05]
Epoch 65400 / 400000 | Train Loss: 0.00084971 | Test Loss: 0.00111952 | lr: [3.2768000000000016e-05]
Epoch 65500 / 400000 | Train Loss: 0.00071224 | Test Loss: 0.00101750 | lr: [3.2768000000000016e-05]
Epoch 65600 / 400000 | Train Loss: 0.00075730 | Test Loss: 0.00103062 | lr: [3.2768000000000016e-05]
Epoch 65700 / 400000 | Train Loss: 0.00073062 | Test Loss: 0.00103497 | lr: [3.2768000000000016e-05]
Epoch 65800 / 400000 | Train Loss: 0.00075425 | Test Loss: 0.00107415 | lr: [3.2768000000000016e-05]
Epoch 65900 / 400000 | Train Loss: 0.00072727 | Test Loss: 0.00103759 | lr: [3.2768000000000016e-05]
Epoch 66000 / 400000 | Train Loss: 0.00071921 | Test Loss: 0.00101798 | lr: [3.2768000000000016e-05]
Epoch 66100 / 400000 | Train Loss: 0.00076494 | Test Loss: 0.00108292 | lr: [3.2768000000000016e-05]
Epoch 66200 / 400000 | Train Loss: 0.00071693 | Test Loss: 0.00101982 | lr: [3.2768000000000016e-05]
Epoch 66300 / 400000 | Train Loss: 0.00072490 | Test Loss: 0.00103565 | lr: [3.2768000000000016e-05]
Epoch 66400 / 400000 | Train Loss: 0.00076379 | Test Loss: 0.00108853 | lr: [3.2768000000000016e-05]
Epoch 66500 / 400000 | Train Loss: 0.00078142 | Test Loss: 0.00110659 | lr: [3.2768000000000016e-05]
Epoch 66600 / 400000 | Train Loss: 0.00072251 | Test Loss: 0.00102092 | lr: [3.2768000000000016e-05]
Epoch 66700 / 400000 | Train Loss: 0.00078689 | Test Loss: 0.00109316 | lr: [3.2768000000000016e-05]
Epoch 66800 / 400000 | Train Loss: 0.00077036 | Test Loss: 0.00107063 | lr: [3.2768000000000016e-05]
Epoch 66900 / 400000 | Train Loss: 0.00077019 | Test Loss: 0.00106127 | lr: [3.2768000000000016e-05]
Epoch 67000 / 400000 | Train Loss: 0.00071415 | Test Loss: 0.00101817 | lr: [3.2768000000000016e-05]
Epoch 67100 / 400000 | Train Loss: 0.00071891 | Test Loss: 0.00101499 | lr: [3.2768000000000016e-05]
Epoch 67200 / 400000 | Train Loss: 0.00070554 | Test Loss: 0.00100561 | lr: [3.2768000000000016e-05]
Epoch 67300 / 400000 | Train Loss: 0.00073966 | Test Loss: 0.00104269 | lr: [3.2768000000000016e-05]
Epoch 67400 / 400000 | Train Loss: 0.00069948 | Test Loss: 0.00100066 | lr: [3.2768000000000016e-05]
Epoch 67500 / 400000 | Train Loss: 0.00086895 | Test Loss: 0.00110810 | lr: [3.2768000000000016e-05]
Epoch 67600 / 400000 | Train Loss: 0.00069627 | Test Loss: 0.00099396 | lr: [3.2768000000000016e-05]
Epoch 67700 / 400000 | Train Loss: 0.00071993 | Test Loss: 0.00102378 | lr: [3.2768000000000016e-05]
Epoch 67800 / 400000 | Train Loss: 0.00073793 | Test Loss: 0.00103074 | lr: [3.2768000000000016e-05]
Epoch 67900 / 400000 | Train Loss: 0.00073318 | Test Loss: 0.00102430 | lr: [3.2768000000000016e-05]
Epoch 68000 / 400000 | Train Loss: 0.00074902 | Test Loss: 0.00103677 | lr: [3.2768000000000016e-05]
Epoch 68100 / 400000 | Train Loss: 0.00072824 | Test Loss: 0.00102795 | lr: [3.2768000000000016e-05]
Epoch 68200 / 400000 | Train Loss: 0.00071720 | Test Loss: 0.00100798 | lr: [3.2768000000000016e-05]
Epoch 68300 / 400000 | Train Loss: 0.00069232 | Test Loss: 0.00098794 | lr: [3.2768000000000016e-05]
Epoch 68400 / 400000 | Train Loss: 0.00075083 | Test Loss: 0.00103208 | lr: [3.2768000000000016e-05]
Epoch 68500 / 400000 | Train Loss: 0.00071527 | Test Loss: 0.00100075 | lr: [3.2768000000000016e-05]
Epoch 68600 / 400000 | Train Loss: 0.00076792 | Test Loss: 0.00104203 | lr: [3.2768000000000016e-05]
Epoch 68700 / 400000 | Train Loss: 0.00069090 | Test Loss: 0.00098550 | lr: [3.2768000000000016e-05]
Epoch 68800 / 400000 | Train Loss: 0.00070130 | Test Loss: 0.00099483 | lr: [3.2768000000000016e-05]
Epoch 68900 / 400000 | Train Loss: 0.00069165 | Test Loss: 0.00098640 | lr: [3.2768000000000016e-05]
Epoch 69000 / 400000 | Train Loss: 0.00068802 | Test Loss: 0.00098165 | lr: [3.2768000000000016e-05]
Epoch 69100 / 400000 | Train Loss: 0.00071276 | Test Loss: 0.00099894 | lr: [3.2768000000000016e-05]
Epoch 69200 / 400000 | Train Loss: 0.00070762 | Test Loss: 0.00099699 | lr: [3.2768000000000016e-05]
Epoch 69300 / 400000 | Train Loss: 0.00071222 | Test Loss: 0.00101463 | lr: [3.2768000000000016e-05]
Epoch 69400 / 400000 | Train Loss: 0.00068805 | Test Loss: 0.00097934 | lr: [3.2768000000000016e-05]
Epoch 69500 / 400000 | Train Loss: 0.00072857 | Test Loss: 0.00102645 | lr: [3.2768000000000016e-05]
Epoch 69600 / 400000 | Train Loss: 0.00069184 | Test Loss: 0.00098377 | lr: [3.2768000000000016e-05]
Epoch 69700 / 400000 | Train Loss: 0.00068612 | Test Loss: 0.00097961 | lr: [3.2768000000000016e-05]
Epoch 69800 / 400000 | Train Loss: 0.00069816 | Test Loss: 0.00098539 | lr: [3.2768000000000016e-05]
Epoch 69900 / 400000 | Train Loss: 0.00074795 | Test Loss: 0.00102485 | lr: [3.2768000000000016e-05]
Epoch 70000 / 400000 | Train Loss: 0.00071421 | Test Loss: 0.00100519 | lr: [3.2768000000000016e-05]
Epoch 70100 / 400000 | Train Loss: 0.00068323 | Test Loss: 0.00097460 | lr: [3.2768000000000016e-05]
Epoch 70200 / 400000 | Train Loss: 0.00070339 | Test Loss: 0.00099192 | lr: [3.2768000000000016e-05]
Epoch 70300 / 400000 | Train Loss: 0.00074035 | Test Loss: 0.00102217 | lr: [3.2768000000000016e-05]
Epoch 70400 / 400000 | Train Loss: 0.00069958 | Test Loss: 0.00099488 | lr: [3.2768000000000016e-05]
Epoch 70500 / 400000 | Train Loss: 0.00076960 | Test Loss: 0.00104271 | lr: [3.2768000000000016e-05]
Epoch 70600 / 400000 | Train Loss: 0.00068285 | Test Loss: 0.00097456 | lr: [3.2768000000000016e-05]
Epoch 70700 / 400000 | Train Loss: 0.00068990 | Test Loss: 0.00097876 | lr: [3.2768000000000016e-05]
Epoch 70800 / 400000 | Train Loss: 0.00074001 | Test Loss: 0.00105728 | lr: [3.2768000000000016e-05]
Epoch 70900 / 400000 | Train Loss: 0.00067295 | Test Loss: 0.00095779 | lr: [3.2768000000000016e-05]
Epoch 71000 / 400000 | Train Loss: 0.00066760 | Test Loss: 0.00095463 | lr: [3.2768000000000016e-05]
Epoch 71100 / 400000 | Train Loss: 0.00070625 | Test Loss: 0.00098250 | lr: [3.2768000000000016e-05]
Epoch 71200 / 400000 | Train Loss: 0.00067826 | Test Loss: 0.00096565 | lr: [3.2768000000000016e-05]
Epoch 71300 / 400000 | Train Loss: 0.00068835 | Test Loss: 0.00098258 | lr: [3.2768000000000016e-05]
Epoch 71400 / 400000 | Train Loss: 0.00066829 | Test Loss: 0.00095426 | lr: [3.2768000000000016e-05]
Epoch 71500 / 400000 | Train Loss: 0.00066547 | Test Loss: 0.00095196 | lr: [3.2768000000000016e-05]
Epoch 71600 / 400000 | Train Loss: 0.00066737 | Test Loss: 0.00095143 | lr: [3.2768000000000016e-05]
Epoch 71700 / 400000 | Train Loss: 0.00067507 | Test Loss: 0.00095939 | lr: [3.2768000000000016e-05]
Epoch 71800 / 400000 | Train Loss: 0.00073192 | Test Loss: 0.00101978 | lr: [3.2768000000000016e-05]
Epoch 71900 / 400000 | Train Loss: 0.00069464 | Test Loss: 0.00097207 | lr: [3.2768000000000016e-05]
Epoch 72000 / 400000 | Train Loss: 0.00066268 | Test Loss: 0.00094707 | lr: [3.2768000000000016e-05]
Epoch 72100 / 400000 | Train Loss: 0.00066617 | Test Loss: 0.00094999 | lr: [3.2768000000000016e-05]
Epoch 72200 / 400000 | Train Loss: 0.00070151 | Test Loss: 0.00100494 | lr: [3.2768000000000016e-05]
Epoch 72300 / 400000 | Train Loss: 0.00068900 | Test Loss: 0.00097413 | lr: [3.2768000000000016e-05]
Epoch 72400 / 400000 | Train Loss: 0.00066078 | Test Loss: 0.00094282 | lr: [3.2768000000000016e-05]
Epoch 72500 / 400000 | Train Loss: 0.00071144 | Test Loss: 0.00097349 | lr: [3.2768000000000016e-05]
Epoch 72600 / 400000 | Train Loss: 0.00070997 | Test Loss: 0.00099220 | lr: [3.2768000000000016e-05]
Epoch 72700 / 400000 | Train Loss: 0.00067853 | Test Loss: 0.00096215 | lr: [3.2768000000000016e-05]
Epoch 72800 / 400000 | Train Loss: 0.00066123 | Test Loss: 0.00094223 | lr: [3.2768000000000016e-05]
Epoch 72900 / 400000 | Train Loss: 0.00068341 | Test Loss: 0.00096348 | lr: [3.2768000000000016e-05]
Epoch 73000 / 400000 | Train Loss: 0.00070129 | Test Loss: 0.00097870 | lr: [3.2768000000000016e-05]
Epoch 73100 / 400000 | Train Loss: 0.00068101 | Test Loss: 0.00096760 | lr: [3.2768000000000016e-05]
Epoch 73200 / 400000 | Train Loss: 0.00070054 | Test Loss: 0.00098077 | lr: [3.2768000000000016e-05]
Epoch 73300 / 400000 | Train Loss: 0.00069958 | Test Loss: 0.00097990 | lr: [3.2768000000000016e-05]
Epoch 73400 / 400000 | Train Loss: 0.00067406 | Test Loss: 0.00095880 | lr: [3.2768000000000016e-05]
Epoch 73500 / 400000 | Train Loss: 0.00068981 | Test Loss: 0.00097508 | lr: [3.2768000000000016e-05]
Epoch 73600 / 400000 | Train Loss: 0.00069154 | Test Loss: 0.00096748 | lr: [3.2768000000000016e-05]
Epoch 73700 / 400000 | Train Loss: 0.00067327 | Test Loss: 0.00095397 | lr: [3.2768000000000016e-05]
Epoch 73800 / 400000 | Train Loss: 0.00066036 | Test Loss: 0.00093903 | lr: [3.2768000000000016e-05]
Epoch 73900 / 400000 | Train Loss: 0.00066669 | Test Loss: 0.00094305 | lr: [3.2768000000000016e-05]
Epoch 74000 / 400000 | Train Loss: 0.00069237 | Test Loss: 0.00096271 | lr: [3.2768000000000016e-05]
Epoch 74100 / 400000 | Train Loss: 0.00065442 | Test Loss: 0.00093418 | lr: [3.2768000000000016e-05]
Epoch 74200 / 400000 | Train Loss: 0.00078496 | Test Loss: 0.00107724 | lr: [3.2768000000000016e-05]
Epoch 74300 / 400000 | Train Loss: 0.00067248 | Test Loss: 0.00095358 | lr: [3.2768000000000016e-05]
Epoch 74400 / 400000 | Train Loss: 0.00070326 | Test Loss: 0.00097020 | lr: [3.2768000000000016e-05]
Epoch 74500 / 400000 | Train Loss: 0.00066056 | Test Loss: 0.00093815 | lr: [3.2768000000000016e-05]
Epoch 74600 / 400000 | Train Loss: 0.00068542 | Test Loss: 0.00096819 | lr: [3.2768000000000016e-05]
Epoch 74700 / 400000 | Train Loss: 0.00069377 | Test Loss: 0.00097020 | lr: [3.2768000000000016e-05]
Epoch 74800 / 400000 | Train Loss: 0.00065314 | Test Loss: 0.00093017 | lr: [3.2768000000000016e-05]
Epoch 74900 / 400000 | Train Loss: 0.00068858 | Test Loss: 0.00096822 | lr: [3.2768000000000016e-05]
Epoch 75000 / 400000 | Train Loss: 0.00065761 | Test Loss: 0.00093629 | lr: [3.2768000000000016e-05]
Epoch 75100 / 400000 | Train Loss: 0.00072488 | Test Loss: 0.00099552 | lr: [3.2768000000000016e-05]
Epoch 75200 / 400000 | Train Loss: 0.00070519 | Test Loss: 0.00098340 | lr: [3.2768000000000016e-05]
Epoch 75300 / 400000 | Train Loss: 0.00065719 | Test Loss: 0.00093404 | lr: [3.2768000000000016e-05]
Epoch 75400 / 400000 | Train Loss: 0.00064992 | Test Loss: 0.00092431 | lr: [3.2768000000000016e-05]
Epoch 75500 / 400000 | Train Loss: 0.00066796 | Test Loss: 0.00094679 | lr: [3.2768000000000016e-05]
Epoch 75600 / 400000 | Train Loss: 0.00067532 | Test Loss: 0.00094979 | lr: [3.2768000000000016e-05]
Epoch 75700 / 400000 | Train Loss: 0.00065168 | Test Loss: 0.00092468 | lr: [3.2768000000000016e-05]
Epoch 75800 / 400000 | Train Loss: 0.00064951 | Test Loss: 0.00092358 | lr: [3.2768000000000016e-05]
Epoch 75900 / 400000 | Train Loss: 0.00065456 | Test Loss: 0.00092648 | lr: [3.2768000000000016e-05]
Epoch 76000 / 400000 | Train Loss: 0.00066365 | Test Loss: 0.00093965 | lr: [3.2768000000000016e-05]
Epoch 76100 / 400000 | Train Loss: 0.00071257 | Test Loss: 0.00096395 | lr: [3.2768000000000016e-05]
Epoch 76200 / 400000 | Train Loss: 0.00068368 | Test Loss: 0.00095597 | lr: [3.2768000000000016e-05]
Epoch 76300 / 400000 | Train Loss: 0.00065443 | Test Loss: 0.00092942 | lr: [3.2768000000000016e-05]
Epoch 76400 / 400000 | Train Loss: 0.00071910 | Test Loss: 0.00096666 | lr: [3.2768000000000016e-05]
Epoch 76500 / 400000 | Train Loss: 0.00066627 | Test Loss: 0.00093846 | lr: [3.2768000000000016e-05]
Epoch 76600 / 400000 | Train Loss: 0.00066834 | Test Loss: 0.00094814 | lr: [3.2768000000000016e-05]
Epoch 76700 / 400000 | Train Loss: 0.00064800 | Test Loss: 0.00091934 | lr: [3.2768000000000016e-05]
Epoch 76800 / 400000 | Train Loss: 0.00066102 | Test Loss: 0.00092793 | lr: [3.2768000000000016e-05]
Epoch 76900 / 400000 | Train Loss: 0.00072287 | Test Loss: 0.00096955 | lr: [3.2768000000000016e-05]
Epoch 77000 / 400000 | Train Loss: 0.00066456 | Test Loss: 0.00094066 | lr: [3.2768000000000016e-05]
Epoch 77100 / 400000 | Train Loss: 0.00070652 | Test Loss: 0.00099264 | lr: [3.2768000000000016e-05]
Epoch 77200 / 400000 | Train Loss: 0.00065808 | Test Loss: 0.00092784 | lr: [3.2768000000000016e-05]
Epoch 77300 / 400000 | Train Loss: 0.00066332 | Test Loss: 0.00093634 | lr: [3.2768000000000016e-05]
Epoch 77400 / 400000 | Train Loss: 0.00065641 | Test Loss: 0.00092721 | lr: [3.2768000000000016e-05]
Epoch 77500 / 400000 | Train Loss: 0.00075689 | Test Loss: 0.00097805 | lr: [3.2768000000000016e-05]
Epoch 77600 / 400000 | Train Loss: 0.00069034 | Test Loss: 0.00096465 | lr: [3.2768000000000016e-05]
Epoch 77700 / 400000 | Train Loss: 0.00072014 | Test Loss: 0.00098916 | lr: [3.2768000000000016e-05]
Epoch 77800 / 400000 | Train Loss: 0.00066989 | Test Loss: 0.00093309 | lr: [3.2768000000000016e-05]
Epoch 77900 / 400000 | Train Loss: 0.00064208 | Test Loss: 0.00090965 | lr: [3.2768000000000016e-05]
Epoch 78000 / 400000 | Train Loss: 0.00064723 | Test Loss: 0.00091550 | lr: [3.2768000000000016e-05]
Epoch 78100 / 400000 | Train Loss: 0.00067833 | Test Loss: 0.00094481 | lr: [3.2768000000000016e-05]
